problem,problem_id,temperature,plan,goal_probs_0,goal_probs_1,goal_probs_2,goal_probs_3
4,4.1,2.0,"Term[noop(human), right(robot), noop(human), right(robot), noop(human), up(robot), noop(human), up(robot), noop(human), left(robot), noop(human), pickupr(robot, key5), noop(human), right(robot), noop(human), right(robot), noop(human), pickupr(robot, key6), noop(human), left(robot), noop(human), down(robot), noop(human), down(robot), noop(human), left(robot), noop(human), left(robot), noop(human), down(robot), noop(human), handover(robot, human, key5), noop(human), handover(robot, human, key6), right(human), noop(robot), unlockh(human, key5, door1), noop(robot), right(human), noop(robot), unlockh(human, key6, door2), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), pickuph(human, gem1)]",0.2500000958451898,0.2500000958451898,0.24999990415481022,0.24999990415481022
4,4.1,4.0,"Term[noop(human), right(robot), noop(human), right(robot), noop(human), up(robot), noop(human), up(robot), noop(human), left(robot), noop(human), pickupr(robot, key5), noop(human), right(robot), noop(human), right(robot), noop(human), pickupr(robot, key6), noop(human), left(robot), noop(human), down(robot), noop(human), down(robot), noop(human), left(robot), noop(human), left(robot), noop(human), down(robot), noop(human), handover(robot, human, key5), noop(human), handover(robot, human, key6), right(human), noop(robot), unlockh(human, key5, door1), noop(robot), right(human), noop(robot), unlockh(human, key6, door2), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), pickuph(human, gem1)]",0.2500000558224365,0.2500000558224365,0.24999994417756358,0.24999994417756358
4,4.1,8.0,"Term[noop(human), right(robot), noop(human), right(robot), noop(human), up(robot), noop(human), up(robot), noop(human), left(robot), noop(human), pickupr(robot, key5), noop(human), right(robot), noop(human), right(robot), noop(human), pickupr(robot, key6), noop(human), left(robot), noop(human), down(robot), noop(human), down(robot), noop(human), left(robot), noop(human), left(robot), noop(human), down(robot), noop(human), handover(robot, human, key5), noop(human), handover(robot, human, key6), right(human), noop(robot), unlockh(human, key5, door1), noop(robot), right(human), noop(robot), unlockh(human, key6, door2), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), pickuph(human, gem1)]",0.2500000300832821,0.2500000300832821,0.24999996991671794,0.24999996991671794
4,4.1,16.0,"Term[noop(human), right(robot), noop(human), right(robot), noop(human), up(robot), noop(human), up(robot), noop(human), left(robot), noop(human), pickupr(robot, key5), noop(human), right(robot), noop(human), right(robot), noop(human), pickupr(robot, key6), noop(human), left(robot), noop(human), down(robot), noop(human), down(robot), noop(human), left(robot), noop(human), left(robot), noop(human), down(robot), noop(human), handover(robot, human, key5), noop(human), handover(robot, human, key6), right(human), noop(robot), unlockh(human, key5, door1), noop(robot), right(human), noop(robot), unlockh(human, key6, door2), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), pickuph(human, gem1)]",0.2500000155930988,0.2500000155930988,0.24999998440690116,0.24999998440690116
4,4.2,0.25,"Term[noop(human), right(robot), noop(human), right(robot), noop(human), up(robot), noop(human), up(robot), noop(human), left(robot), noop(human), pickupr(robot, key5), noop(human), right(robot), noop(human), right(robot), noop(human), pickupr(robot, key6), noop(human), left(robot), noop(human), down(robot), noop(human), down(robot), noop(human), left(robot), noop(human), left(robot), noop(human), down(robot), noop(human), handover(robot, human, key5), noop(human), handover(robot, human, key6), right(human), noop(robot), unlockh(human, key5, door1), noop(robot), right(human), noop(robot), unlockh(human, key6, door2), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), pickuph(human, gem1)]",0.2500004769610995,0.2500004769610995,0.24999952303890052,0.24999952303890052
4,4.2,0.5,"Term[noop(human), right(robot), noop(human), right(robot), noop(human), up(robot), noop(human), up(robot), noop(human), left(robot), noop(human), pickupr(robot, key5), noop(human), right(robot), noop(human), right(robot), noop(human), pickupr(robot, key6), noop(human), left(robot), noop(human), down(robot), noop(human), down(robot), noop(human), left(robot), noop(human), left(robot), noop(human), down(robot), noop(human), handover(robot, human, key5), noop(human), handover(robot, human, key6), right(human), noop(robot), unlockh(human, key5, door1), noop(robot), right(human), noop(robot), unlockh(human, key6, door2), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), pickuph(human, gem1)]",0.250000245568775,0.250000245568775,0.24999975443122502,0.24999975443122502
4,4.2,1.0,"Term[noop(human), right(robot), noop(human), right(robot), noop(human), up(robot), noop(human), up(robot), noop(human), left(robot), noop(human), pickupr(robot, key5), noop(human), right(robot), noop(human), right(robot), noop(human), pickupr(robot, key6), noop(human), left(robot), noop(human), down(robot), noop(human), down(robot), noop(human), left(robot), noop(human), left(robot), noop(human), down(robot), noop(human), handover(robot, human, key5), noop(human), handover(robot, human, key6), right(human), noop(robot), unlockh(human, key5, door1), noop(robot), right(human), noop(robot), unlockh(human, key6, door2), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), pickuph(human, gem1)]",0.2500001489520596,0.2500001489520596,0.24999985104794042,0.24999985104794042
4,4.2,2.0,"Term[noop(human), right(robot), noop(human), right(robot), noop(human), up(robot), noop(human), up(robot), noop(human), left(robot), noop(human), pickupr(robot, key5), noop(human), right(robot), noop(human), right(robot), noop(human), pickupr(robot, key6), noop(human), left(robot), noop(human), down(robot), noop(human), down(robot), noop(human), left(robot), noop(human), left(robot), noop(human), down(robot), noop(human), handover(robot, human, key5), noop(human), handover(robot, human, key6), right(human), noop(robot), unlockh(human, key5, door1), noop(robot), right(human), noop(robot), unlockh(human, key6, door2), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), pickuph(human, gem1)]",0.2500000958451898,0.2500000958451898,0.24999990415481022,0.24999990415481022
4,4.2,4.0,"Term[noop(human), right(robot), noop(human), right(robot), noop(human), up(robot), noop(human), up(robot), noop(human), left(robot), noop(human), pickupr(robot, key5), noop(human), right(robot), noop(human), right(robot), noop(human), pickupr(robot, key6), noop(human), left(robot), noop(human), down(robot), noop(human), down(robot), noop(human), left(robot), noop(human), left(robot), noop(human), down(robot), noop(human), handover(robot, human, key5), noop(human), handover(robot, human, key6), right(human), noop(robot), unlockh(human, key5, door1), noop(robot), right(human), noop(robot), unlockh(human, key6, door2), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), pickuph(human, gem1)]",0.2500000558224365,0.2500000558224365,0.24999994417756358,0.24999994417756358
4,4.2,8.0,"Term[noop(human), right(robot), noop(human), right(robot), noop(human), up(robot), noop(human), up(robot), noop(human), left(robot), noop(human), pickupr(robot, key5), noop(human), right(robot), noop(human), right(robot), noop(human), pickupr(robot, key6), noop(human), left(robot), noop(human), down(robot), noop(human), down(robot), noop(human), left(robot), noop(human), left(robot), noop(human), down(robot), noop(human), handover(robot, human, key5), noop(human), handover(robot, human, key6), right(human), noop(robot), unlockh(human, key5, door1), noop(robot), right(human), noop(robot), unlockh(human, key6, door2), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), pickuph(human, gem1)]",0.2500000300832821,0.2500000300832821,0.24999996991671794,0.24999996991671794
4,4.2,16.0,"Term[noop(human), right(robot), noop(human), right(robot), noop(human), up(robot), noop(human), up(robot), noop(human), left(robot), noop(human), pickupr(robot, key5), noop(human), right(robot), noop(human), right(robot), noop(human), pickupr(robot, key6), noop(human), left(robot), noop(human), down(robot), noop(human), down(robot), noop(human), left(robot), noop(human), left(robot), noop(human), down(robot), noop(human), handover(robot, human, key5), noop(human), handover(robot, human, key6), right(human), noop(robot), unlockh(human, key5, door1), noop(robot), right(human), noop(robot), unlockh(human, key6, door2), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), pickuph(human, gem1)]",0.2500000155930988,0.2500000155930988,0.24999998440690116,0.24999998440690116
1,1.1,0.25,"Term[left(robot), noop(human), left(robot), noop(human), left(robot), noop(human), down(robot), noop(human), left(robot), noop(human), pickupr(robot, key2), noop(human), up(robot), noop(human), pickupr(robot, key1), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), down(robot), noop(human), down(robot), noop(human), down(robot), noop(human), left(robot), noop(human), handover(robot, human, key1), unlockh(human, key1, door1), handover(robot, human, key2), left(human), noop(robot), left(human), noop(robot), down(human), noop(robot), down(human), noop(robot), unlockh(human, key2, door4), noop(robot), down(human), noop(robot), down(human), noop(robot), pickuph(human, gem2)]",9.262100639068677e-12,0.9998170973293179,0.000182412540078702,4.90121341336887e-7
1,1.1,0.5,"Term[left(robot), noop(human), left(robot), noop(human), left(robot), noop(human), down(robot), noop(human), left(robot), noop(human), pickupr(robot, key2), noop(human), up(robot), noop(human), pickupr(robot, key1), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), down(robot), noop(human), down(robot), noop(human), down(robot), noop(human), left(robot), noop(human), handover(robot, human, key1), unlockh(human, key1, door1), handover(robot, human, key2), left(human), noop(robot), left(human), noop(robot), down(human), noop(robot), down(human), noop(robot), unlockh(human, key2, door4), noop(robot), down(human), noop(robot), down(human), noop(robot), pickuph(human, gem2)]",3.6494078134913727e-6,0.9866132270905966,0.012584869999773509,0.0007982535018163835
1,1.1,1.0,"Term[left(robot), noop(human), left(robot), noop(human), left(robot), noop(human), down(robot), noop(human), left(robot), noop(human), pickupr(robot, key2), noop(human), up(robot), noop(human), pickupr(robot, key1), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), down(robot), noop(human), down(robot), noop(human), down(robot), noop(human), left(robot), noop(human), handover(robot, human, key1), unlockh(human, key1, door1), handover(robot, human, key2), left(human), noop(robot), left(human), noop(robot), down(human), noop(robot), down(human), noop(robot), unlockh(human, key2, door4), noop(robot), down(human), noop(robot), down(human), noop(robot), pickuph(human, gem2)]",0.0017662289611396305,0.8703050286049345,0.10352355674314791,0.024405185690777795
1,1.1,2.0,"Term[left(robot), noop(human), left(robot), noop(human), left(robot), noop(human), down(robot), noop(human), left(robot), noop(human), pickupr(robot, key2), noop(human), up(robot), noop(human), pickupr(robot, key1), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), down(robot), noop(human), down(robot), noop(human), down(robot), noop(human), left(robot), noop(human), handover(robot, human, key1), unlockh(human, key1, door1), handover(robot, human, key2), left(human), noop(robot), left(human), noop(robot), down(human), noop(robot), down(human), noop(robot), unlockh(human, key2, door4), noop(robot), down(human), noop(robot), down(human), noop(robot), pickuph(human, gem2)]",0.02885206356385682,0.6385261193720464,0.2286291843423191,0.10399263272177761
1,1.1,4.0,"Term[left(robot), noop(human), left(robot), noop(human), left(robot), noop(human), down(robot), noop(human), left(robot), noop(human), pickupr(robot, key2), noop(human), up(robot), noop(human), pickupr(robot, key1), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), down(robot), noop(human), down(robot), noop(human), down(robot), noop(human), left(robot), noop(human), handover(robot, human, key1), unlockh(human, key1, door1), handover(robot, human, key2), left(human), noop(robot), left(human), noop(robot), down(human), noop(robot), down(human), noop(robot), unlockh(human, key2, door4), noop(robot), down(human), noop(robot), down(human), noop(robot), pickuph(human, gem2)]",0.09544383227238792,0.45101772328532563,0.2735920460447287,0.17994639839755774
1,1.1,8.0,"Term[left(robot), noop(human), left(robot), noop(human), left(robot), noop(human), down(robot), noop(human), left(robot), noop(human), pickupr(robot, key2), noop(human), up(robot), noop(human), pickupr(robot, key1), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), down(robot), noop(human), down(robot), noop(human), down(robot), noop(human), left(robot), noop(human), handover(robot, human, key1), unlockh(human, key1, door1), handover(robot, human, key2), left(human), noop(robot), left(human), noop(robot), down(human), noop(robot), down(human), noop(robot), unlockh(human, key2, door4), noop(robot), down(human), noop(robot), down(human), noop(robot), pickuph(human, gem2)]",0.1599125073786309,0.34837804882537465,0.2724127423202193,0.21929670147577507
1,1.1,16.0,"Term[left(robot), noop(human), left(robot), noop(human), left(robot), noop(human), down(robot), noop(human), left(robot), noop(human), pickupr(robot, key2), noop(human), up(robot), noop(human), pickupr(robot, key1), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), down(robot), noop(human), down(robot), noop(human), down(robot), noop(human), left(robot), noop(human), handover(robot, human, key1), unlockh(human, key1, door1), handover(robot, human, key2), left(human), noop(robot), left(human), noop(robot), down(human), noop(robot), down(human), noop(robot), unlockh(human, key2, door4), noop(robot), down(human), noop(robot), down(human), noop(robot), pickuph(human, gem2)]",0.201805090097411,0.29807066311914177,0.26385543781728743,0.2362688089661598
12,12.1,0.25,"Term[right(human), left(robot), noop(human), left(robot), noop(human), up(robot), noop(human), pickupr(robot, key1), noop(human), right(robot), noop(human), down(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), down(robot), noop(human), unlockr(robot, key1, door3), right(human), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), pickuph(human, gem2)]",2.787926094929128e-7,0.4999980557585538,0.4999980557585538,3.60969028285435e-6
12,12.1,0.5,"Term[right(human), left(robot), noop(human), left(robot), noop(human), up(robot), noop(human), pickupr(robot, key1), noop(human), right(robot), noop(human), down(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), down(robot), noop(human), unlockr(robot, key1, door3), right(human), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), pickuph(human, gem2)]",0.0003750636654795496,0.498809158506182,0.498809158506182,0.0020066193221563813
12,12.1,1.0,"Term[right(human), left(robot), noop(human), left(robot), noop(human), up(robot), noop(human), pickupr(robot, key1), noop(human), right(robot), noop(human), down(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), down(robot), noop(human), unlockr(robot, key1, door3), right(human), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), pickuph(human, gem2)]",0.013400753408378777,0.4799953705382104,0.4799953705382104,0.02660850551520048
12,12.1,2.0,"Term[right(human), left(robot), noop(human), left(robot), noop(human), up(robot), noop(human), pickupr(robot, key1), noop(human), right(robot), noop(human), down(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), down(robot), noop(human), unlockr(robot, key1, door3), right(human), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), pickuph(human, gem2)]",0.07133601513935622,0.4210606939225889,0.4210606939225889,0.08654259701546597
12,12.1,4.0,"Term[right(human), left(robot), noop(human), left(robot), noop(human), up(robot), noop(human), pickupr(robot, key1), noop(human), right(robot), noop(human), down(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), down(robot), noop(human), unlockr(robot, key1, door3), right(human), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), pickuph(human, gem2)]",0.1455576938456732,0.3516671233996527,0.3516671233996527,0.15110805935502145
12,12.1,8.0,"Term[right(human), left(robot), noop(human), left(robot), noop(human), up(robot), noop(human), pickupr(robot, key1), noop(human), right(robot), noop(human), down(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), down(robot), noop(human), unlockr(robot, key1, door3), right(human), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), pickuph(human, gem2)]",0.1959096948534838,0.30399855699731343,0.30399855699731343,0.19609319115188933
12,12.1,16.0,"Term[right(human), left(robot), noop(human), left(robot), noop(human), up(robot), noop(human), pickupr(robot, key1), noop(human), right(robot), noop(human), down(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), right(robot), noop(human), down(robot), noop(human), unlockr(robot, key1, door3), right(human), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), pickuph(human, gem2)]",0.22292064540502649,0.2775618504915933,0.2775618504915933,0.22195565361178687
12,12.2,0.25,"Term[left(human), noop(robot), down(human), noop(robot), down(human), noop(robot), pickuph(human, gem4)]",0.0043250297802632925,1.7466485821931261e-9,1.7466485821931261e-9,0.9956749667264396
12,12.2,0.5,"Term[left(human), noop(robot), down(human), noop(robot), down(human), noop(robot), pickuph(human, gem4)]",0.043119865506505324,2.6766855476717173e-5,2.6766855476717173e-5,0.9568266007825413
12,12.2,1.0,"Term[left(human), noop(robot), down(human), noop(robot), down(human), noop(robot), pickuph(human, gem4)]",0.19614899519582318,0.004806341055097429,0.004806341055097429,0.794238322693982
12,12.2,2.0,"Term[left(human), noop(robot), down(human), noop(robot), down(human), noop(robot), pickuph(human, gem4)]",0.3280739590874548,0.05081963612471291,0.05081963612471291,0.5702867686631193
12,12.2,4.0,"Term[left(human), noop(robot), down(human), noop(robot), down(human), noop(robot), pickuph(human, gem4)]",0.33019723063423384,0.1294304073683295,0.1294304073683295,0.41094195462910726
12,12.2,8.0,"Term[left(human), noop(robot), down(human), noop(robot), down(human), noop(robot), pickuph(human, gem4)]",0.2987672312283034,0.18682518101999765,0.18682518101999765,0.32758240673170125
12,12.2,16.0,"Term[left(human), noop(robot), down(human), noop(robot), down(human), noop(robot), pickuph(human, gem4)]",0.2759951866883631,0.21817762207665434,0.21817762207665434,0.28764956915832823
20,20.1,0.25,"Term[right(robot), right(human), right(robot), noop(human), pickupr(robot, key2), noop(human), left(robot), noop(human), left(robot), noop(human), up(robot), noop(human), up(robot), noop(human), up(robot), noop(human), up(robot), noop(human), unlockr(robot, key2, door1), right(human), noop(robot), right(human), noop(robot), unlockh(human, key1, door2), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), pickuph(human, gem1)]",0.4999999965770088,0.4999999965770088,3.4229911039284374e-9,3.422991094183379e-9
20,20.1,0.5,"Term[right(robot), right(human), right(robot), noop(human), pickupr(robot, key2), noop(human), left(robot), noop(human), left(robot), noop(human), up(robot), noop(human), up(robot), noop(human), up(robot), noop(human), up(robot), noop(human), unlockr(robot, key2, door1), right(human), noop(robot), right(human), noop(robot), unlockh(human, key1, door2), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), pickuph(human, gem1)]",0.4999581391849074,0.4999581391849074,4.18608161686846e-5,4.18608140164728e-5
20,20.1,1.0,"Term[right(robot), right(human), right(robot), noop(human), pickupr(robot, key2), noop(human), left(robot), noop(human), left(robot), noop(human), up(robot), noop(human), up(robot), noop(human), up(robot), noop(human), up(robot), noop(human), unlockr(robot, key2, door1), right(human), noop(robot), right(human), noop(robot), unlockh(human, key1, door2), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), pickuph(human, gem1)]",0.4952537798620249,0.4952537798620249,0.004746220483516739,0.0047462197924336
20,20.1,2.0,"Term[right(robot), right(human), right(robot), noop(human), pickupr(robot, key2), noop(human), left(robot), noop(human), left(robot), noop(human), up(robot), noop(human), up(robot), noop(human), up(robot), noop(human), up(robot), noop(human), unlockr(robot, key2, door1), right(human), noop(robot), right(human), noop(robot), unlockh(human, key1, door2), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), pickuph(human, gem1)]",0.45342825931995373,0.45342825931995373,0.04657174443175594,0.046571736928336604
20,20.1,4.0,"Term[right(robot), right(human), right(robot), noop(human), pickupr(robot, key2), noop(human), left(robot), noop(human), left(robot), noop(human), up(robot), noop(human), up(robot), noop(human), up(robot), noop(human), up(robot), noop(human), unlockr(robot, key2, door1), right(human), noop(robot), right(human), noop(robot), unlockh(human, key1, door2), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), pickuph(human, gem1)]",0.37654111308073374,0.37654111308073374,0.1234588940349466,0.12345887980358591
20,20.1,8.0,"Term[right(robot), right(human), right(robot), noop(human), pickupr(robot, key2), noop(human), left(robot), noop(human), left(robot), noop(human), up(robot), noop(human), up(robot), noop(human), up(robot), noop(human), up(robot), noop(human), unlockr(robot, key2, door1), right(human), noop(robot), right(human), noop(robot), unlockh(human, key1, door2), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), pickuph(human, gem1)]",0.31708573400715834,0.31708573400715834,0.18291427221460702,0.1829142597710763
20,20.1,16.0,"Term[right(robot), right(human), right(robot), noop(human), pickupr(robot, key2), noop(human), left(robot), noop(human), left(robot), noop(human), up(robot), noop(human), up(robot), noop(human), up(robot), noop(human), up(robot), noop(human), unlockr(robot, key2, door1), right(human), noop(robot), right(human), noop(robot), unlockh(human, key1, door2), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), pickuph(human, gem1)]",0.28391686650136544,0.28391686650136544,0.21608313747608496,0.2160831295211842
2,2.1,0.25,"Term[left(human), noop(robot), left(human), noop(robot), left(human), noop(robot), left(human), noop(robot), up(human), noop(robot), up(human), noop(robot), up(human), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), up(human), noop(robot), pickuph(human, gem1)]",0.9985937805861315,0.0014023814013305541,3.837229216209477e-6,7.833217382692348e-10
2,2.1,0.5,"Term[left(human), noop(robot), left(human), noop(robot), left(human), noop(robot), left(human), noop(robot), up(human), noop(robot), up(human), noop(robot), up(human), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), up(human), noop(robot), pickuph(human, gem1)]",0.9607497141142053,0.03648942855782679,0.002734491529584593,2.6365798383364905e-5
2,2.1,1.0,"Term[left(human), noop(robot), left(human), noop(robot), left(human), noop(robot), left(human), noop(robot), up(human), noop(robot), up(human), noop(robot), up(human), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), up(human), noop(robot), pickuph(human, gem1)]",0.7024032210413443,0.2182079746580587,0.07406895791922079,0.005319846381376253
2,2.1,2.0,"Term[left(human), noop(robot), left(human), noop(robot), left(human), noop(robot), left(human), noop(robot), up(human), noop(robot), up(human), noop(robot), up(human), noop(robot), right(human), noop(robot), right(human), noop(robot), up(human), noop(robot), up(human), noop(robot), pickuph(human, gem1)]",0.4447017953716011,0.3097914443861267,0.20032520637818274,0.045181553864089355
